Guid;Kursus
B375A58E-255B-4D05-9A95-04349FDD035A;02811 Menneske maskine interaktion E10
B375A58E-255B-4D05-9A95-04349FDD035A;02161 Software Engineering 1 F10
B375A58E-255B-4D05-9A95-04349FDD035A;01035 Matematik 2 E10
B375A58E-255B-4D05-9A95-04349FDD035A;02832 IT-støttet kommunikation og distribueret samarbejde Jan 11
B375A58E-255B-4D05-9A95-04349FDD035A;02402 Introduktion til statistik  F11
B375A58E-255B-4D05-9A95-04349FDD035A;02165 Udvikling af Software Produkter Jan 12
B375A58E-255B-4D05-9A95-04349FDD035A;02156 Logiske Systemer og Logikprogrammering E11
B375A58E-255B-4D05-9A95-04349FDD035A;02157 Funktionsprogrammering E11
94C58A4C-2EAA-48B8-AD8D-AAC3501EA68A;02609 Modellering og programmering E10
94C58A4C-2EAA-48B8-AD8D-AAC3501EA68A;02190 IT-sikkerhed (Sundhed & IT) E11
94C58A4C-2EAA-48B8-AD8D-AAC3501EA68A;02511 Indledende Medicinsk Billedanalyse F11
09A40D1E-CA9D-40A4-8549-6B722281C79B;02693 Programmering
09A40D1E-CA9D-40A4-8549-6B722281C79B;02323 Sandsynlighedsregning og Statistik  F11
C961D3D9-AA56-4DB8-911F-9D3CFC06AB28;02623 Finite Element Metoden for partielle differentialligninger Jan 12
C61EC96D-BE3F-4460-BABB-DA2AD1254F2C;02671 Scientific Computing in Geoscience E11
24ECA5AF-7221-474A-9337-4B34E64C5248;02631 Indledende programmering med Matlab E08
FFBFEF3B-5AA2-49F8-BBAC-CCF19C88EC65;01035 Matematik 2 E09
58B4C368-4CAC-42C8-9174-18E636FBD33B;02441 Anvendt statistik og statistisk programmel Jan 12
8B852B80-8A58-4E96-BDD7-221FE4F90A6C;02141 Datalogisk Modellering F10
8B852B80-8A58-4E96-BDD7-221FE4F90A6C;02221 Principper for distribuerede systemer F10
8B852B80-8A58-4E96-BDD7-221FE4F90A6C;02170 Database Systemer F10
8B852B80-8A58-4E96-BDD7-221FE4F90A6C;02180 Introduktion til kunstig intelligens F10
A454E71B-22C2-4B66-845D-B926A4F2A472;02609 Modellering og programmering E10
A454E71B-22C2-4B66-845D-B926A4F2A472;02190 IT-sikkerhed (Sundhed & IT) E11
A454E71B-22C2-4B66-845D-B926A4F2A472;02511 Indledende Medicinsk Billedanalyse F11
86E33716-473D-4AB3-B48B-90F7C1859F0A;02312 Indledende programmering
86E33716-473D-4AB3-B48B-90F7C1859F0A;02324 Videregående programmering
86E33716-473D-4AB3-B48B-90F7C1859F0A;02325 Datakommunikation
86E33716-473D-4AB3-B48B-90F7C1859F0A;02326 Algoritmer og Datastrukturer
86E33716-473D-4AB3-B48B-90F7C1859F0A;02313 Udviklingsmetoder til IT-Systemer E11
86E33716-473D-4AB3-B48B-90F7C1859F0A;02311 Digitalteknik
60626512-0360-4426-94FC-658AF2B49D47;02631 Indledende programmering med Matlab
EA335627-CD70-4956-A5C1-C65B4B8B110B;02323 Sandsynlighedsregning og Statistik 
ECFDD183-6F5D-4707-9E34-AD20BAE58A77;02323 Sandsynlighedsregning og Statistik 
48C40DCC-05F6-44E9-9BF1-C36D08DE1B7E;02633 Indledende programmering med Matlab Jun 08
48C40DCC-05F6-44E9-9BF1-C36D08DE1B7E;02405 Sandsynlighedsregning E08
48C40DCC-05F6-44E9-9BF1-C36D08DE1B7E;02633 Indledende programmering med Matlab Jan 10
E54C6730-7420-4D55-9509-59EE1F730D38;02631 Indledende programmering med Matlab E09
E54C6730-7420-4D55-9509-59EE1F730D38;02405 Sandsynlighedsregning
E54C6730-7420-4D55-9509-59EE1F730D38;02409 Multivariat statistik E11
19169871-0053-46DC-B6CE-13E089EB32A0;02610 Optimering og datafitting E09
2E99B775-0B07-4044-8C3F-1111A0E44222;02239 Datasikkerhed E10
2E99B775-0B07-4044-8C3F-1111A0E44222;02222 Distribuerede systemer F10
2E99B775-0B07-4044-8C3F-1111A0E44222;02141 Datalogisk Modellering F10
2E99B775-0B07-4044-8C3F-1111A0E44222;02242 Program Analyse E10
2E99B775-0B07-4044-8C3F-1111A0E44222;02157 Funktionsprogrammering E10
2E99B775-0B07-4044-8C3F-1111A0E44222;02244 Sprog-baseret sikkerhed F10
2E99B775-0B07-4044-8C3F-1111A0E44222;02232 Anvendt Kryptografi E10
2E99B775-0B07-4044-8C3F-1111A0E44222;02298 Analyse teknikker E10
2E99B775-0B07-4044-8C3F-1111A0E44222;02241 Robuste Software Systemer F10
9178D0F4-FEFF-40E3-9185-92746803329D;02206 Design af integrerede kredsløb F10
9178D0F4-FEFF-40E3-9185-92746803329D;01227 Grafteori F10
4DA79A1A-E1B2-4252-B8DB-327EAAFBED7B;02285 Kunstig intelligens og multiagent-systemer F11
2094A6CF-F249-44C1-9E5F-04A770FED36C;02601 Introduktion til numeriske algoritmer
2094A6CF-F249-44C1-9E5F-04A770FED36C;02525 Introduktion til Matematik og teknologi
9DF39061-FBF3-4446-B8B4-9C6B6FA81237;02601 Introduktion til numeriske algoritmer
9DF39061-FBF3-4446-B8B4-9C6B6FA81237;02405 Sandsynlighedsregning
9DF39061-FBF3-4446-B8B4-9C6B6FA81237;02525 Introduktion til Matematik og teknologi
F3DE86D9-1D0C-4650-89DD-F09878B16521;02601 Introduktion til numeriske algoritmer
F3DE86D9-1D0C-4650-89DD-F09878B16521;02525 Introduktion til Matematik og teknologi
EFF9BE04-1CB7-4AAA-A0A8-D73CF26493BD;02405 Sandsynlighedsregning
53C18CC0-5632-4C01-A034-4FCE309F849E;02417 Tidsrækkeanalyse E08
9CE5CF17-6994-44BD-869A-86B22CEE52A1;02115 Java-programmering E09
143A6548-B603-405A-A092-B27A2183DE93;02267 Software Development of Web Services E08
24F9B653-6845-4C0B-A4AF-77EA487BA836;02110 Algoritmer og Datastrukturer II E08
24F9B653-6845-4C0B-A4AF-77EA487BA836;02633 Indledende programmering med Matlab Jun 08
24F9B653-6845-4C0B-A4AF-77EA487BA836;02141 Datalogisk Modellering F09
24F9B653-6845-4C0B-A4AF-77EA487BA836;02180 Introduktion til kunstig intelligens F09
24F9B653-6845-4C0B-A4AF-77EA487BA836;02131 Indlejrede systemer E08
24F9B653-6845-4C0B-A4AF-77EA487BA836;02170 Database Systemer F09
9113AB55-AE22-4E9D-9A51-5DE797048CA7;02433 Skjulte Markov modeller
9113AB55-AE22-4E9D-9A51-5DE797048CA7;02424 Videregående dataanalyse og statistisk modellering F11
9113AB55-AE22-4E9D-9A51-5DE797048CA7;02417 Tidsrækkeanalyse F11
9113AB55-AE22-4E9D-9A51-5DE797048CA7;02582 Computerintensiv Dataanalyse F11
9113AB55-AE22-4E9D-9A51-5DE797048CA7;02443 Stokastisk simulation Jun 11
9113AB55-AE22-4E9D-9A51-5DE797048CA7;02421 Stokastisk adaptiv regulering
9113AB55-AE22-4E9D-9A51-5DE797048CA7;02431 Risikomanagement Jan 12
9113AB55-AE22-4E9D-9A51-5DE797048CA7;02344 OOAD og databaser E10
9113AB55-AE22-4E9D-9A51-5DE797048CA7;02409 Multivariat statistik E10
9113AB55-AE22-4E9D-9A51-5DE797048CA7;02427 Videregående tidsrækkeanalyse E11
795E89A9-AC09-47E6-97AA-D2C207AD6969;02867 Telekommunikationsøkonomi og politik E08
E30DA9E9-1583-423F-8325-2B4FF326B492;02637 Videregående Matlab programmering F09
FD3AFB84-987F-43D8-AEEF-6AAA93568BB6;02162 Software Engineering 2 E08
FD3AFB84-987F-43D8-AEEF-6AAA93568BB6;02267 Software Development of Web Services E08
FD3AFB84-987F-43D8-AEEF-6AAA93568BB6;02815 Web 2.0 og mobil teknologier E08
FD3AFB84-987F-43D8-AEEF-6AAA93568BB6;02165 Udvikling af Software Produkter Jan 09
DA2F0B76-361C-47AD-8835-6FB705F50D3C;02817 Personalisering og metadata modeller F10
DA2F0B76-361C-47AD-8835-6FB705F50D3C;02827 Prototypeudvikling af mobile applikationer F10
DA2F0B76-361C-47AD-8835-6FB705F50D3C;02815 Web 2.0 og mobil interaktion E09
DA2F0B76-361C-47AD-8835-6FB705F50D3C;02814 Agil udvikling af digitale medier F10
051E7158-A283-4D37-B0C8-5ABA7D0DD9C6;02267 Software Development of Web Services E09
051E7158-A283-4D37-B0C8-5ABA7D0DD9C6;02158 Parallelprogrammering E09
051E7158-A283-4D37-B0C8-5ABA7D0DD9C6;02450 Introduktion til Machine Learning og Datamodellering E09
051E7158-A283-4D37-B0C8-5ABA7D0DD9C6;02417 Tidsrækkeanalyse F10
051E7158-A283-4D37-B0C8-5ABA7D0DD9C6;02283 Algoritmer for store datamængder F10
051E7158-A283-4D37-B0C8-5ABA7D0DD9C6;02614 High-performance computing Jan 10
051E7158-A283-4D37-B0C8-5ABA7D0DD9C6;02815 Web 2.0 og mobil interaktion E09
BB47905B-82DE-450F-B1E0-0692ADEDAEA6;02267 Software Development of Web Services E09
BB47905B-82DE-450F-B1E0-0692ADEDAEA6;02835 Kravspecifikation E09
BB47905B-82DE-450F-B1E0-0692ADEDAEA6;02115 Java-programmering E09
BB47905B-82DE-450F-B1E0-0692ADEDAEA6;02165 Udvikling af Software Produkter Jan 10
BB47905B-82DE-450F-B1E0-0692ADEDAEA6;02815 Web 2.0 og mobil interaktion E09
496456C5-8162-4B35-B8A1-678E614003F9;02691 Datalogi E11
496456C5-8162-4B35-B8A1-678E614003F9;02323 Sandsynlighedsregning og Statistik 
8C92E8A3-7999-4666-958C-C11A2FBF28C1;02101 Indledende programmering E11
8C92E8A3-7999-4666-958C-C11A2FBF28C1;02121 Introduktion til softwareteknologi
8C92E8A3-7999-4666-958C-C11A2FBF28C1;02105 Algoritmer og Datastrukturer 1
8C92E8A3-7999-4666-958C-C11A2FBF28C1;02161 Software Engineering 1
F30D6C43-4C27-45C2-8BB0-6749D9E942F4;02101 Indledende programmering E11
F30D6C43-4C27-45C2-8BB0-6749D9E942F4;02121 Introduktion til softwareteknologi
ECE1338C-B0B3-440B-83CF-46DB2397E562;02101 Indledende programmering E11
ECE1338C-B0B3-440B-83CF-46DB2397E562;02121 Introduktion til softwareteknologi
ECE1338C-B0B3-440B-83CF-46DB2397E562;02402 Introduktion til statistik 
89D9F46A-59AE-47BF-A20E-A53FAACD235A;02318 Indledende programmering for Diplom-E E11
D0B22F7C-7BD6-48B4-A82D-37FC7700DA5A;02319 Videregående Programmering for Diplom-E
D0B22F7C-7BD6-48B4-A82D-37FC7700DA5A;02318 Indledende programmering for Diplom-E E11
F02E4BC9-4C81-4F1C-BD7A-976400EB93F9;02313 Udviklingsmetoder til IT-Systemer E11
718C9AAA-BC7F-4F23-B0CC-C3B446EA5413;02814 Agil udvikling af digitale medier F10
ECB8B26A-6C47-4C63-9487-A489FD3338F7;02631 Indledende programmering med Matlab E08
ECB8B26A-6C47-4C63-9487-A489FD3338F7;02601 Introduktion til numeriske algoritmer E08
5487CE01-3301-474A-AEC4-00B3AE015D9C;02238 Biometriske Systemer Jun 09
5DDB05F1-2248-45DB-8D36-E40014345524;02427 Videregående tidsrækkeanalyse E08
5DDB05F1-2248-45DB-8D36-E40014345524;02459 Machine Learning og Signalbehandling F10
5DDB05F1-2248-45DB-8D36-E40014345524;02409 Multivariat statistik E08
5DDB05F1-2248-45DB-8D36-E40014345524;02421 Stokastisk adaptiv regulering F09
5DDB05F1-2248-45DB-8D36-E40014345524;02453 Anvendt digital signalbehandling F10
5DDB05F1-2248-45DB-8D36-E40014345524;02490 Forundersøgelse af din projektidé F10
5DDB05F1-2248-45DB-8D36-E40014345524;02443 Stokastisk simulation Jun 10
5DDB05F1-2248-45DB-8D36-E40014345524;02417 Tidsrækkeanalyse E08
86F54DD6-78CF-457F-886A-60A4A0BEEE0B;02407 Stokastiske processer E09
86F54DD6-78CF-457F-886A-60A4A0BEEE0B;02417 Tidsrækkeanalyse E09
86F54DD6-78CF-457F-886A-60A4A0BEEE0B;02402 Introduktion til statistik  F10
86F54DD6-78CF-457F-886A-60A4A0BEEE0B;02409 Multivariat statistik E09
86F54DD6-78CF-457F-886A-60A4A0BEEE0B;02637 Videregående Matlab programmering F10
BEC6D3D5-1CB4-4308-B2D1-4AF8BA4C9916;02267 Software Development of Web Services E09
BEC6D3D5-1CB4-4308-B2D1-4AF8BA4C9916;02825 Computerspil Prototyper E09
BEC6D3D5-1CB4-4308-B2D1-4AF8BA4C9916;02288 Avancerede databaser E09
BEC6D3D5-1CB4-4308-B2D1-4AF8BA4C9916;02815 Web 2.0 og mobil interaktion E09
00DB2B62-7E86-4601-957B-AE0B6973B09E;02402 Introduktion til statistik  E10
00DB2B62-7E86-4601-957B-AE0B6973B09E;02633 Indledende programmering med Matlab Jun 10
00DB2B62-7E86-4601-957B-AE0B6973B09E;02405 Sandsynlighedsregning F11
B1FDC8DA-36BE-4A67-B57C-6487A2E7C8A3;02691 Datalogi E10
5AF05263-59D2-4D4E-9544-C1EEA440916F;02105 Algoritmer og Datastrukturer I F10
5AF05263-59D2-4D4E-9544-C1EEA440916F;01227 Grafteori F11
5AF05263-59D2-4D4E-9544-C1EEA440916F;02110 Algoritmer og Datastrukturer 2 F11
5AF05263-59D2-4D4E-9544-C1EEA440916F;02110 Algoritmer og Datastrukturer 2 E10
4E4F6295-151D-4E48-90D4-5BFFEC900F30;02180 Introduktion til kunstig intelligens F11
0F8E44A1-0694-4258-BBF8-A0EEC3645EFD;01035 Matematik 2 F09
5FE2B078-09CF-4228-9C05-01F97B676C87;02225 Tidstro systemer F09
253D1B9C-11DE-461D-A4F3-68C6742D4FAA;02403 Introduktion til statistik  Jun 08
253D1B9C-11DE-461D-A4F3-68C6742D4FAA;02633 Indledende programmering med Matlab Jan 09
D43DDA4C-B7FD-47A2-A850-7773CB2DBFB2;02633 Indledende programmering med Matlab Jun 08
D43DDA4C-B7FD-47A2-A850-7773CB2DBFB2;01035 Matematik 2 E08
D43DDA4C-B7FD-47A2-A850-7773CB2DBFB2;02411 Statistisk forsøgsplanlægning F11
AB058731-0572-49B9-AF14-BB41F49DCE1C;02593 Statistik E10
AB058731-0572-49B9-AF14-BB41F49DCE1C;02323 Sandsynlighedsregning og Statistik  E11
AB058731-0572-49B9-AF14-BB41F49DCE1C;02323 Sandsynlighedsregning og Statistik  F11
AB058731-0572-49B9-AF14-BB41F49DCE1C;02593 Statistik E11
AB058731-0572-49B9-AF14-BB41F49DCE1C;02323 Sandsynlighedsregning og Statistik  E10
AB058731-0572-49B9-AF14-BB41F49DCE1C;01035 Matematik 2
AB058731-0572-49B9-AF14-BB41F49DCE1C;02593 Statistik F11
AB058731-0572-49B9-AF14-BB41F49DCE1C;02323 Sandsynlighedsregning og Statistik 
AD360DC0-E83F-493A-9BFF-3BB4370C7EB5;02490 Forundersøgelse af din projektidé E10
AD360DC0-E83F-493A-9BFF-3BB4370C7EB5;02610 Optimering og datafitting E09
AD360DC0-E83F-493A-9BFF-3BB4370C7EB5;02443 Stokastisk simulation Jun 10
7B0F7862-6916-40FB-997C-7E90D3249FF7;02685 Scientific Computing for differentialligninger F10
1962AA09-391C-4CCD-8D0A-92BE31BA4943;02239 Datasikkerhed E10
1962AA09-391C-4CCD-8D0A-92BE31BA4943;02267 Software Development of Web Services E09
1962AA09-391C-4CCD-8D0A-92BE31BA4943;02291 System integration F11
1962AA09-391C-4CCD-8D0A-92BE31BA4943;02261 Usability engineering Jan 10
1962AA09-391C-4CCD-8D0A-92BE31BA4943;02222 Distribuerede systemer F10
1962AA09-391C-4CCD-8D0A-92BE31BA4943;02238 Biometriske Systemer Jun 10
1962AA09-391C-4CCD-8D0A-92BE31BA4943;02233 Netværkssikkerhed F11
1962AA09-391C-4CCD-8D0A-92BE31BA4943;02351 Microsoft Application Development Foundation with C# - (Certification preparation) F11
1962AA09-391C-4CCD-8D0A-92BE31BA4943;02827 Prototypeudvikling af mobile applikationer F10
1962AA09-391C-4CCD-8D0A-92BE31BA4943;02223 Fundamentale Modeller for Moderne Indlejrede Systemer E10
1962AA09-391C-4CCD-8D0A-92BE31BA4943;02242 Program Analyse E10
1962AA09-391C-4CCD-8D0A-92BE31BA4943;02561 Computer grafik E09
1962AA09-391C-4CCD-8D0A-92BE31BA4943;02285 Kunstig intelligens og multiagent-systemer F10
1962AA09-391C-4CCD-8D0A-92BE31BA4943;02170 Database Systemer F10
1962AA09-391C-4CCD-8D0A-92BE31BA4943;02562 Rendering - Introduktion E09
1962AA09-391C-4CCD-8D0A-92BE31BA4943;02243 Adgangskontrol og distribuerede systemer Jan 11
7BC19FD8-00F0-419D-9060-36256AE3AC23;02101 Indledende programmering E11
7BC19FD8-00F0-419D-9060-36256AE3AC23;01227 Grafteori
7BC19FD8-00F0-419D-9060-36256AE3AC23;02121 Introduktion til softwareteknologi
7BC19FD8-00F0-419D-9060-36256AE3AC23;02161 Software Engineering 1
7BC19FD8-00F0-419D-9060-36256AE3AC23;02105 Algoritmer og Datastrukturer 1
0A560675-7953-4876-87B0-32A3018C4E24;02101 Indledende programmering E11
0A560675-7953-4876-87B0-32A3018C4E24;02121 Introduktion til softwareteknologi
0A560675-7953-4876-87B0-32A3018C4E24;02105 Algoritmer og Datastrukturer 1
0A560675-7953-4876-87B0-32A3018C4E24;02161 Software Engineering 1
62FF919F-C3FD-4FCE-BFFF-266350B41789;02319 Videregående Programmering for Diplom-E
62FF919F-C3FD-4FCE-BFFF-266350B41789;02318 Indledende programmering for Diplom-E E11
06947EA5-DACE-4F5D-B386-F871C92B1C06;02318 Indledende programmering for Diplom-E
A95CBF8B-2615-4FC7-8284-7C2D41D72A84;02319 Videregående Programmering for Diplom-E
A95CBF8B-2615-4FC7-8284-7C2D41D72A84;02318 Indledende programmering for Diplom-E E11
0A2FA5BC-111D-4135-AD9A-2809173686E1;02904 Avanceret system identifikation E10
FFDF358B-EF6C-4046-A8E3-55E53A3D0D35;02413 Statistisk kvalitetskontrol E08
E458628E-0850-47B7-A68E-C4533261AC36;02413 Statistisk kvalitetskontrol E08
5E38B769-4145-4CED-8ADA-432795D76FD8;02532 GPS, GIS og afsætning for civilingeniører (tidligere landmåling)  Jun 08
5E38B769-4145-4CED-8ADA-432795D76FD8;02855 Introduktion til E-business (projektkursus) Jun 08
1EB0B48C-4DF4-45AA-A6EC-FF19AFEC6E46;02828 Mobil betaling E08
1EB0B48C-4DF4-45AA-A6EC-FF19AFEC6E46;02267 Software Development of Web Services E08
1EB0B48C-4DF4-45AA-A6EC-FF19AFEC6E46;02815 Web 2.0 og mobil teknologier E08
AEB00311-8339-4503-93CF-3BE062DE70D5;02402 Introduktion til statistik  F09
3B4385BD-EBB2-4555-9B05-EFF0B2F880CC;02233 Netværkssikkerhed F09
3B4385BD-EBB2-4555-9B05-EFF0B2F880CC;02238 Biometriske Systemer Jun 09
845FFCE9-C2D4-4747-87FA-244DD8D0ED45;02631 Indledende programmering med Matlab E08
DEC99010-D6AE-4517-B607-C655921A4AA4;02110 Algoritmer og Datastrukturer II E08
DEC99010-D6AE-4517-B607-C655921A4AA4;02162 Software Engineering 2 E08
DEC99010-D6AE-4517-B607-C655921A4AA4;02267 Software Development of Web Services E08
DEC99010-D6AE-4517-B607-C655921A4AA4;02815 Web 2.0 og mobil teknologier E08
FC436E3D-713F-4C0F-9E13-797C50611AFD;02345 Datasikkerhed E08
FC436E3D-713F-4C0F-9E13-797C50611AFD;02232 Anvendt Kryptografi E08
460EBB2A-D217-4E6A-BAF7-01C4BCB9E969;02323 Sandsynlighedsregning og Statistik  E11
460EBB2A-D217-4E6A-BAF7-01C4BCB9E969;02691 Datalogi F11
D52BCD20-EDEA-4D0A-AF21-B7C2DBBA672D;02323 Sandsynlighedsregning og Statistik  E10
AD247726-EC87-4AC4-AF9F-5346960F0637;02631 Indledende programmering med Matlab
AD247726-EC87-4AC4-AF9F-5346960F0637;02323 Sandsynlighedsregning og Statistik  E10
41A7AAEB-B662-4EBC-8CB9-FBDC30B67995;02411 Statistisk forsøgsplanlægning F10
662A5A0B-629F-4DDF-98C8-760C48BA759C;02180 Introduktion til kunstig intelligens F11
662A5A0B-629F-4DDF-98C8-760C48BA759C;02222 Distribuerede systemer F11
662A5A0B-629F-4DDF-98C8-760C48BA759C;02225 Tidstro systemer F11
A5CEEE99-5891-4018-809C-C92A509F7138;02323 Sandsynlighedsregning og Statistik 
1CB8EAB1-2C79-4F30-B125-E56499DEC92C;02312 Indledende programmering
1CB8EAB1-2C79-4F30-B125-E56499DEC92C;02324 Videregående programmering
1CB8EAB1-2C79-4F30-B125-E56499DEC92C;02325 Datakommunikation
1CB8EAB1-2C79-4F30-B125-E56499DEC92C;02326 Algoritmer og Datastrukturer
1CB8EAB1-2C79-4F30-B125-E56499DEC92C;02313 Udviklingsmetoder til IT-Systemer E11
1CB8EAB1-2C79-4F30-B125-E56499DEC92C;02311 Digitalteknik
9234F323-3734-488F-B564-0E1124684E96;02318 Indledende programmering for Diplom-E E09
9234F323-3734-488F-B564-0E1124684E96;02222 Distribuerede systemer F10
9234F323-3734-488F-B564-0E1124684E96;02265 Avancerede Emner i Software Engineering  F11
9234F323-3734-488F-B564-0E1124684E96;02291 System integration F10
9234F323-3734-488F-B564-0E1124684E96;02511 Indledende Medicinsk Billedanalyse
9234F323-3734-488F-B564-0E1124684E96;02222 Distribuerede systemer F11
9234F323-3734-488F-B564-0E1124684E96;02232 Anvendt Kryptografi E10
9234F323-3734-488F-B564-0E1124684E96;02263 Formelle Aspekter af Software Engineering F11
9234F323-3734-488F-B564-0E1124684E96;02609 Modellering og programmering E11
9234F323-3734-488F-B564-0E1124684E96;02405 Sandsynlighedsregning F10
9234F323-3734-488F-B564-0E1124684E96;02405 Sandsynlighedsregning E10
AF2CEC42-0927-4F95-AAC1-BA1E6900B2FA;02241 Robust Programmering i .NET E08
AF2CEC42-0927-4F95-AAC1-BA1E6900B2FA;02165 Udvikling af Software Produkter Jan 09
AF2CEC42-0927-4F95-AAC1-BA1E6900B2FA;02156 Formelle Logiske Systemer E08
AF2CEC42-0927-4F95-AAC1-BA1E6900B2FA;02249  Beregningsmæssigt hårde problemer E08
DB5E2A67-C525-4133-BF97-B23DE015DC41;02402 Introduktion til statistik  E09
27889E3E-4790-4C6F-B90F-199F858BE72E;02323 Sandsynlighedsregning og Statistik  E08
27889E3E-4790-4C6F-B90F-199F858BE72E;01035 Matematik 2 E09
27889E3E-4790-4C6F-B90F-199F858BE72E;01035 Matematik 2 F10
27889E3E-4790-4C6F-B90F-199F858BE72E;02633 Indledende programmering med Matlab Jun 10
3BBA7932-86F3-4672-B5C9-0D46395553A7;02593 Statistik E09
3BBA7932-86F3-4672-B5C9-0D46395553A7;02323 Sandsynlighedsregning og Statistik  E09
BCB2D1DE-57EC-4A05-91C7-FD45F1904F3C;01035 Matematik 2 E10
BCB2D1DE-57EC-4A05-91C7-FD45F1904F3C;02691 Datalogi E08
BCB2D1DE-57EC-4A05-91C7-FD45F1904F3C;02323 Sandsynlighedsregning og Statistik  F09
BCB2D1DE-57EC-4A05-91C7-FD45F1904F3C;02536 Afsætning, GPS og GIS for Diplomingeniører Jun 08
BCB2D1DE-57EC-4A05-91C7-FD45F1904F3C;02601 Introduktion til numeriske algoritmer F11
02AE3269-4819-4759-8328-26794C9CFDA0;02633 Indledende programmering med Matlab Jun 10
A47AC5F4-325F-43B0-AB75-2B485A3AC5C4;02424 Videregående dataanalyse og statistisk modellering F11
1C25BB23-89DF-49B8-BE87-C74FFC2CD199;02913 Avancerede Analyse Teknikker Jan 11
4A2F7E45-8D80-438E-92C3-CA4F7B988360;02513 Industriel billedanalyse Jun 09
382ECC56-5457-4692-A18F-C229C5D4F36C;02637 Videregående Matlab programmering
382ECC56-5457-4692-A18F-C229C5D4F36C;02409 Multivariat statistik E08
382ECC56-5457-4692-A18F-C229C5D4F36C;02631 Indledende programmering med Matlab F11
3AD4A3D6-98ED-490F-B623-7DEBEC47DF20;02323 Sandsynlighedsregning og Statistik  E08
3AD4A3D6-98ED-490F-B623-7DEBEC47DF20;02631 Indledende programmering med Matlab E11
3AD4A3D6-98ED-490F-B623-7DEBEC47DF20;01035 Matematik 2 E10
513A4264-F374-40A5-B94B-3A41A62DC2DA;02333 Parallelle og tidstro systemer F10
513A4264-F374-40A5-B94B-3A41A62DC2DA;02343 CDIO-Projekt F10
513A4264-F374-40A5-B94B-3A41A62DC2DA;02814 Agil udvikling af digitale medier
513A4264-F374-40A5-B94B-3A41A62DC2DA;02220 Distribuerede systemer
513A4264-F374-40A5-B94B-3A41A62DC2DA;02241 Robuste Software Systemer
513A4264-F374-40A5-B94B-3A41A62DC2DA;02325 Datakommunikation F09
513A4264-F374-40A5-B94B-3A41A62DC2DA;02323 Sandsynlighedsregning og Statistik  E09
513A4264-F374-40A5-B94B-3A41A62DC2DA;02162 Software Engineering 2 E10
513A4264-F374-40A5-B94B-3A41A62DC2DA;02110 Algoritmer og Datastrukturer 2 E10
513A4264-F374-40A5-B94B-3A41A62DC2DA;02311 Digitalteknik F09
513A4264-F374-40A5-B94B-3A41A62DC2DA;02342 Distribuerede Systemer F10
513A4264-F374-40A5-B94B-3A41A62DC2DA;02165 Udvikling af Software Produkter Jan 11
513A4264-F374-40A5-B94B-3A41A62DC2DA;02313 Udviklingsmetoder til IT-Systemer E08
513A4264-F374-40A5-B94B-3A41A62DC2DA;02393 Programmering i C++
513A4264-F374-40A5-B94B-3A41A62DC2DA;02312 Indledende programmering E08
513A4264-F374-40A5-B94B-3A41A62DC2DA;02341 Modelbaseret softwareudviklung F10
513A4264-F374-40A5-B94B-3A41A62DC2DA;02344 OOAD og databaser E09
513A4264-F374-40A5-B94B-3A41A62DC2DA;02815 Web 2.0 og mobil interaktion E11
513A4264-F374-40A5-B94B-3A41A62DC2DA;02324 Videregående programmering F09
513A4264-F374-40A5-B94B-3A41A62DC2DA;02326 Algoritmer og Datastrukturer F09
513A4264-F374-40A5-B94B-3A41A62DC2DA;02332 Compilerteknik E09
513A4264-F374-40A5-B94B-3A41A62DC2DA;02321 Hardware/Software Programmering E09
E41CDC4E-3DFC-48A6-A4DB-9D7B089C72F3;02239 Datasikkerhed E10
E41CDC4E-3DFC-48A6-A4DB-9D7B089C72F3;02234 Aktuelle Emner i Systemsikkerhed E11
E41CDC4E-3DFC-48A6-A4DB-9D7B089C72F3;02264 Kravspecifikation E10
E41CDC4E-3DFC-48A6-A4DB-9D7B089C72F3;02222 Distribuerede systemer F11
E41CDC4E-3DFC-48A6-A4DB-9D7B089C72F3;02162 Software Engineering 2 E11
E41CDC4E-3DFC-48A6-A4DB-9D7B089C72F3;02243 Adgangskontrol og distribuerede systemer Jan 11
E41CDC4E-3DFC-48A6-A4DB-9D7B089C72F3;02223 Fundamentale Modeller for Moderne Indlejrede Systemer E10
E41CDC4E-3DFC-48A6-A4DB-9D7B089C72F3;02267 Software-udvikling af Webtjenester E11
E41CDC4E-3DFC-48A6-A4DB-9D7B089C72F3;02393 Programmering i C++ E11
E41CDC4E-3DFC-48A6-A4DB-9D7B089C72F3;02445 Software pålidelighed  Jun 11
E41CDC4E-3DFC-48A6-A4DB-9D7B089C72F3;02266 User Experience Engineering Jan 12
8A3CCBE6-6E74-4C00-8E65-0EBF41C10AC7;02407 Stokastiske processer E09
8A3CCBE6-6E74-4C00-8E65-0EBF41C10AC7;02610 Optimering og datafitting E09
A96657E1-8338-4452-B198-B951F34B345E;01035 Matematik 2
6F1B4168-E424-4801-A4FA-EC7567B6DBFA;02450 Introduktion til Machine Learning og Datamodellering F11
6F1B4168-E424-4801-A4FA-EC7567B6DBFA;02454 Introduktion til Kognitiv Psykologi E10
6F1B4168-E424-4801-A4FA-EC7567B6DBFA;02458 Kognitiv Modellering F11
4BA40F7B-2A9C-46D1-99DE-CA0EDA1A42B1;02609 Modellering og programmering E11
